id	sentence	cluster	count
67	Mr Bowers was not known to law enforcement prior to the incident, and authorities suspect he acted alone, the FBI agent added.	13	3
68	Located in the Squirrel Hill neighborhood of eastern Pittsburgh, Pennsylvania's second largest city, The Tree of Life Synagogue hosts weekly services every Saturday morning, according to its website.	3	2
71	burst into a Pittsburgh synagogue during Sabbath services, shooting and killing at least 11 people and wounding a half-dozen more, including four police officers, before surrendering.	15	40
74	The suspect - identified by CBS affiliate KDKA as 46-year-old Robert Bowers, a bearded, heavyset resident of Pittsburgh - was armed with an AR-15-style assault rifle and two handguns, according to multiple reports.	15	40
75	The gunfire sent congregants scattering, with many calling police after barricading themselves inside the building, located in the city's Jewish enclave Squirrel Hill.	15	40
76	The investigation will be led by the FBI in Philadelphia, and the shooting has been classified a federal hate crime, he said.	15	40
80	"The shooting rampage Saturday in a Pittsburgh synagogue that claimed 11 lives has been blamed on a man who authorities say spoke of ""his desire to kill Jewish people."""	15	40
81	In a 12-page criminal complaint, police say they received multiple calls at 9:54am Saturday (1354 GMT) of gunshots being fired in the Tree of Life synagogue in Pittsburgh's heavily Jewish Squirrel Hill neighborhood.	15	40
82	The first two officers on the scene exchanged fire with a suspect carrying an assault-style AR-15 rifle and three Glock handguns, said FBI special agent Bob Jones.	15	40
85	"The criminal complaint said Bowers told a SWAT agent that ""he wanted all Jews to die."""	15	40
90	The suspected gunman behind Saturday's shooting in a Pittsburgh synagogue, which left 11 people dead and six more injured, has been formally charged, prosecutors said.	15	40
91	Robert Bowers, 46, was charged late Saturday with 29 federal counts of crimes of violence and firearms offenses after authorities say he carried out an anti-Semitic attack on Shabbat, the Jewish Sabbath.	15	40
93	Bowers is facing 11 counts of obstruction of exercise of religious beliefs resulting in death; 11 of use of a firearm to commit murder during and in relation to a crime of violence; four counts of obstruction of exercise of religious beliefs resulting in bodily injury to a public safety officer; and three counts of use and discharge of a firearm during and in relation to a crime of violence.	6	2
94	Pittsburgh Public Safety Director Wendell Hissrich said police were dispatched to Tree of Life Synagogue at 9:55 am after receiving calls describing an active-shooter situation in the city's predominantly Jewish Squirrel Hill neighborhood.	15	40
95	"Police Chief Scott Schubert said that two police officers were hit during initial contact with the shooter and that two SWAT team members were also struck ""during an engagement inside the building."""	15	40
96	"He confirmed that all four law enforcement officials are in stable condition.The FBI special agent in charge of the Pittsburgh office, Bob Jones, said that it was the most ""horrific crime scene"" he's witnessed in his 22-year career with the bureau."	13	3
97	"Tom Wolf said that the FBI is investigating the shooting as ""a hate crime."""	15	40
