id	sentence	cluster	count
26	 When police arrived after reports of a shooting over the weekend at a bar outside Chicago, witnesses say Jemel Roberson, a 26-year-old security guard who worked there, had already subdued the alleged assailant in the parking lot, pinning him to the ground.	5	55
27	"Adam Harris, who was at Manny's Blue Bar in Robbins at the time of the incident on Sunday, told WGN-TV that Roberson was holding ""somebody on the ground with his knee in his back, with his gun in his back"" when officers from neighboring Midlothian got there early Sunday."	5	55
28	"Midlothian Police Chief Daniel Delaney said that's when one of his officers ""encountered a subject with a gun"" and shot him, according to a statement given to the media."	5	55
29	"On Tuesday, Illinois State Police issued a statement saying that ""a Midlothian Police Officer encountered a subject in plain black clothing with no markings readily identifying him as a Security Guard, armed with a gun in the west parking lot."""	5	55
33	 An armed security guard at a bar in suburban Chicago was killed by police as he detained a suspected gunman, according to officials and witnesses.	5	55
34	After gunfire erupted around 04:00 local time on Sunday, Jemel Roberson, 26, chased down an attacker and knelt on his back until police arrived.	5	55
35	Moments after police came on the scene, an officer opened fire on Roberson, who was black, killing him.	5	55
37	Sophia Ansari, a spokeswoman for the Cook County Sheriff's office, said police were called to the scene after a fight broke out in the bar and four people were shot.	5	55
38	"""The security guard that got killed, he caught somebody and had his knee on him the whole time,"" Mr Harris said."	4	3
39	"I guess when the police got there, they probably thought he was one of the bad guys, cause he had his gun on the guy and they shot him."""	5	55
40	"""Everybody was screaming out 'security, he was a security guard'"", Mr Harris added, ""and they still did their job and saw a black man with a gun and basically killed him""."	5	55
41	"The chief of the Midlothian police, whose officer fired the fatal shot, said in a statement: ""Upon arrival officers learned there were several gunshot victims inside the bar."""	5	55
42	 A black security guard at a bar in the Chicago suburbs was killed by the police as he apparently tried to detain a man he believed to be involved in a shooting, the authorities said Monday.	5	55
43	Officers from several police departments had responded to reports of a shooting early Sunday morning at Manny's Luxury Lounge in Robbins, Ill., said Sophia Ansari, a spokeswoman for the Cook County Sheriff's Office.	5	55
44	After the authorities responded, a police officer shot the guard, Jemel Roberson, 26, who had a gun, Ms. Ansari said.	5	55
45	"Witnesses said that people in the crowd had yelled to arriving police officers that Mr Roberson, who was wearing gear that read ""Security,"" was a guard."	5	55
48	The shooting of Mr Roberson is being investigated by the Illinois State Police, who did not return a call for comment.	5	55
51	 A police officer mistakenly shot and killed a security guard at a bar in Chicago's south suburbs early Sunday morning, Chicago's Fox 32 reported.	5	55
52	"Witnesses said a security guard told a group of ""drunk men"" to leave a Robbins bar around 4 am An armed suspect later came back inside the bar and opened fire, WGN-TV reported, citing witnesses."	5	55
53	Roberson then requested help from Midlothian Police, the Cook County Sheriff's Office said.	5	55
54	"""The security guard that got killed, he caught somebody and had his knee on him the whole time,"" said one witness cited by Fox 32."	4	3
55	"I guess when the police got there, they probably thought he was one of the bad guys, cause he had his gun on the guy and they shot him."""	5	55
56	The Cook County Sheriff's Office is investigating the first shooting, while the State Police Public Integrity Task Force is investigating the police shooting.	5	55
57	The shooting coincided with another violent weekend in Chicago with 20 shot -- including 3 fatally, The Chicago Sun-Times reported.	5	55
59	On Saturday evening, a 42-year-old man died inside his South Green Street apartment when someone took out a gun and shot him during a dice game, the Cook County medical examiner's office said.	5	55
61	" A police officer fatally shot an armed security guard who was wearing a hat with ""security"" emblazoned across the front and holding a man down following a shooting inside the suburban Chicago bar where the guard worked, an attorney for the guard's family said Monday after filing a federal lawsuit."	5	55
62	Jemel Roberson, 26, was pronounced dead shortly after being taken to a hospital early Sunday following the shooting at Manny's Blue Room in Robbins, just south of Chicago.	5	55
63	Four others were shot and wounded, including a man who police believe fired a gun before police arrived, Cook County sheriff's spokeswoman Sophia Ansari said.	5	55
64	"When police arrived at the scene, Roberson was holding ""somebody on the ground with his knee in his back, with his gun in his back,"" witness Adam Harris told WGN-TV."	5	55
65	"Investigators said the initial gunfire was reported around 4 am An officer responding from nearby Midlothian encountered and shot ""a subject with a gun,"" Midlothian Police Chief Daniel Delaney said in a statement."	5	55
68	Kulis also echoed witness reports that Roberson was holding down another man outside the bar when the officer arrived and shot him.	5	55
69	The 26-year-old guard, Jemel Roberson, had restrained a thug involved in the shooting outside Manny's Blue Room in Robbins, Ill., after gunfire broke out at 4 am Sunday, according to local station Fox32.	5	55
70	"But cops who rushed to the bar mistook the guard for ""one of the bad guys,"" witness Adam Harris told Fox32."	5	55
71	Earlier in the night, security workers had asked a group of drunken men to leave the bar, and they later returned with a gun, according to WGN-TV.	5	55
73	"""The security guard that got killed, he caught somebody and had his knee on him the whole time,"" Harris told Fox32."	4	3
74	"I guess when the police got there, they probably thought he was one of the bad guys, 'cause he had his gun on the guy and they shot him,"" he said."	5	55
76	The Midlothian Police Department is investigating the police-involved shooting, according to the Chicago Sun-Times.	5	55
77	"""It is the policy of the Midlothian Police Department to utilize the Illinois State Police Public Integrity Task Force for any officer-involved shootings so we can ensure transparency and maintain public trust,"" Midlothian police said in a statement, according to the newspaper."	5	55
