id	sentence	cluster	count
45	"""The security guard that got killed, he caught somebody and had his knee on him the whole time,"" Mr Harris said."	11	3
46	"I guess when the police got there, they probably thought he was one of the bad guys, cause he had his gun on the guy and they shot him."""	12	59
47	"""Everybody was screaming out 'security, he was a security guard'"", Mr Harris added, ""and they still did their job and saw a black man with a gun and basically killed him""."	12	59
48	"The chief of the Midlothian police, whose officer fired the fatal shot, said in a statement: ""Upon arrival officers learned there were several gunshot victims inside the bar."""	12	59
50	A black security guard at a bar in the Chicago suburbs was killed by the police as he apparently tried to detain a man he believed to be involved in a shooting, the authorities said Monday.	12	59
51	Officers from several police departments had responded to reports of a shooting early Sunday morning at Manny's Luxury Lounge in Robbins, Ill., said Sophia Ansari, a spokeswoman for the Cook County Sheriff's Office.	12	59
52	After the authorities responded, a police officer shot the guard, Jemel Roberson, 26, who had a gun, Ms. Ansari said.	12	59
53	"Witnesses said that people in the crowd had yelled to arriving police officers that Mr Roberson, who was wearing gear that read ""Security,"" was a guard."	12	59
57	The shooting of Mr Roberson is being investigated by the Illinois State Police, who did not return a call for comment.	12	59
60	A police officer mistakenly shot and killed a security guard at a bar in Chicago's south suburbs early Sunday morning, Chicago's Fox 32 reported.	12	59
61	"Witnesses said a security guard told a group of ""drunk men"" to leave a Robbins bar around 4 am An armed suspect later came back inside the bar and opened fire, WGN-TV reported, citing witnesses."	12	59
62	Roberson then requested help from Midlothian Police, the Cook County Sheriff's Office said.	12	59
63	"""The security guard that got killed, he caught somebody and had his knee on him the whole time,"" said one witness cited by Fox 32."	11	3
64	"I guess when the police got there, they probably thought he was one of the bad guys, cause he had his gun on the guy and they shot him."""	12	59
65	The Cook County Sheriff's Office is investigating the first shooting, while the State Police Public Integrity Task Force is investigating the police shooting.	12	59
66	The shooting coincided with another violent weekend in Chicago with 20 shot -- including 3 fatally, The Chicago Sun-Times reported.	12	59
68	On Saturday evening, a 42-year-old man died inside his South Green Street apartment when someone took out a gun and shot him during a dice game, the Cook County medical examiner's office said.	12	59
70	"A police officer fatally shot an armed security guard who was wearing a hat with ""security"" emblazoned across the front and holding a man down following a shooting inside the suburban Chicago bar where the guard worked, an attorney for the guard's family said Monday after filing a federal lawsuit."	12	59
71	Jemel Roberson, 26, was pronounced dead shortly after being taken to a hospital early Sunday following the shooting at Manny's Blue Room in Robbins, just south of Chicago.	12	59
72	Four others were shot and wounded, including a man who police believe fired a gun before police arrived, Cook County sheriff's spokeswoman Sophia Ansari said.	12	59
73	"When police arrived at the scene, Roberson was holding ""somebody on the ground with his knee in his back, with his gun in his back,"" witness Adam Harris told WGN-TV."	12	59
74	"Investigators said the initial gunfire was reported around 4 am An officer responding from nearby Midlothian encountered and shot ""a subject with a gun,"" Midlothian Police Chief Daniel Delaney said in a statement."	12	59
77	Kulis also echoed witness reports that Roberson was holding down another man outside the bar when the officer arrived and shot him.	12	59
78	"Roberson was trying to ""get enough money together for a deposit on a new apartment,"" said Hunter, the great uncle of Laquan McDonald, a black teenager fatally shot by a white Chicago police officer in a high-profile 2014 case."	12	59
80	A police officer gunned down an armed black security guard who tried to stop a shooting at a suburban Chicago bar, according to reports Monday.	12	59
81	The 26-year-old guard, Jemel Roberson, had restrained a thug involved in the shooting outside Manny's Blue Room in Robbins, Ill., after gunfire broke out at 4 am Sunday, according to local station Fox32.	12	59
82	"But cops who rushed to the bar mistook the guard for ""one of the bad guys,"" witness Adam Harris told Fox32."	12	59
83	Earlier in the night, security workers had asked a group of drunken men to leave the bar, and they later returned with a gun, according to WGN-TV.	12	59
85	"""The security guard that got killed, he caught somebody and had his knee on him the whole time,"" Harris told Fox32."	11	3
86	"I guess when the police got there, they probably thought he was one of the bad guys, 'cause he had his gun on the guy and they shot him,"" he said."	12	59
88	The Midlothian Police Department is investigating the police-involved shooting, according to the Chicago Sun-Times.	12	59
89	"""It is the policy of the Midlothian Police Department to utilize the Illinois State Police Public Integrity Task Force for any officer-involved shootings so we can ensure transparency and maintain public trust,"" Midlothian police said in a statement, according to the newspaper."	12	59
