sentence_id	article_id	topic_id	topic	title	publication	url	sentence
10	3	1	Accidental Shooting	Officer fatally shoots security guard who detained gunman at suburban Chicago bar	The Guardian	https://www.theguardian.com/us-news/2018/nov/12/officer-fatally-shoots-security-guard-chicago-suburbs-bar	A police officer fatally shot an armed security guard who witnesses say was trying to detain a man following a shooting at a suburban Chicago bar, authorities said.
11	3	1	Accidental Shooting	Officer fatally shoots security guard who detained gunman at suburban Chicago bar	The Guardian	https://www.theguardian.com/us-news/2018/nov/12/officer-fatally-shoots-security-guard-chicago-suburbs-bar	Investigators said 26-year-old Jemel Roberson was pronounced dead shortly after being taken to a hospital following the shooting early on Sunday at Manny's Blue Room in Robbins, just south of Chicago.
12	3	1	Accidental Shooting	Officer fatally shoots security guard who detained gunman at suburban Chicago bar	The Guardian	https://www.theguardian.com/us-news/2018/nov/12/officer-fatally-shoots-security-guard-chicago-suburbs-bar	Four other people were shot and wounded during the incident, including a man who police believe fired a gun before police arrived, the Cook county sheriff's spokeswoman, Sophia Ansari, said.
13	3	1	Accidental Shooting	Officer fatally shoots security guard who detained gunman at suburban Chicago bar	The Guardian	https://www.theguardian.com/us-news/2018/nov/12/officer-fatally-shoots-security-guard-chicago-suburbs-bar	When police arrived at the scene, Roberson was holding "somebody on the ground with his knee in his back, with his gun in his back," witness Adam Harris told WGN-TV.
14	3	1	Accidental Shooting	Officer fatally shoots security guard who detained gunman at suburban Chicago bar	The Guardian	https://www.theguardian.com/us-news/2018/nov/12/officer-fatally-shoots-security-guard-chicago-suburbs-bar	Roberson was working to "enough money together for a deposit on a new apartment", said Hunter, the great uncle of Laquan McDonald, a black teenager fatally shot in 2014 by a white Chicago police officer.
15	4	1	Accidental Shooting	Police Fatally Shoot Black Security Guard Who Detained Shooting Suspect	NPR	https://www.npr.org/2018/11/13/667252788/police-fatally-shoot-black-security-guard-who-detained-suspected-shooter?t=1542105437068&t=1543335371240	When police arrived after reports of a shooting over the weekend at a bar outside Chicago, witnesses say Jemel Roberson, a 26-year-old security guard who worked there, had already subdued the alleged assailant in the parking lot, pinning him to the ground.
16	4	1	Accidental Shooting	Police Fatally Shoot Black Security Guard Who Detained Shooting Suspect	NPR	https://www.npr.org/2018/11/13/667252788/police-fatally-shoot-black-security-guard-who-detained-suspected-shooter?t=1542105437068&t=1543335371240	Adam Harris, who was at Manny's Blue Bar in Robbins at the time of the incident on Sunday, told WGN-TV that Roberson was holding "somebody on the ground with his knee in his back, with his gun in his back" when officers from neighboring Midlothian got there early Sunday.
17	4	1	Accidental Shooting	Police Fatally Shoot Black Security Guard Who Detained Shooting Suspect	NPR	https://www.npr.org/2018/11/13/667252788/police-fatally-shoot-black-security-guard-who-detained-suspected-shooter?t=1542105437068&t=1543335371240	On Tuesday, Illinois State Police issued a statement saying that "a Midlothian Police Officer encountered a subject in plain black clothing with no markings readily identifying him as a Security Guard, armed with a gun in the west parking lot."
18	4	1	Accidental Shooting	Police Fatally Shoot Black Security Guard Who Detained Shooting Suspect	NPR	https://www.npr.org/2018/11/13/667252788/police-fatally-shoot-black-security-guard-who-detained-suspected-shooter?t=1542105437068&t=1543335371240	Another witness, Jakia Woods, told member station WBEZ's Miles Bryan that Roberson was wearing an orange vest and the hat marked "security."
19	4	1	Accidental Shooting	Police Fatally Shoot Black Security Guard Who Detained Shooting Suspect	NPR	https://www.npr.org/2018/11/13/667252788/police-fatally-shoot-black-security-guard-who-detained-suspected-shooter?t=1542105437068&t=1543335371240	Roberson's family filed a lawsuit on Monday against the Midlothian police department and the officer who shot him, seeking damages of $1 million.
20	5	1	Accidental Shooting	Outcry after police shoot African-American security guard 'hero'	BBC News	https://www.bbc.com/news/world-us-canada-46187460	An armed security guard at a bar in suburban Chicago was killed by police as he detained a suspected gunman, according to officials and witnesses.
21	5	1	Accidental Shooting	Outcry after police shoot African-American security guard 'hero'	BBC News	https://www.bbc.com/news/world-us-canada-46187460	After gunfire erupted around 04:00 local time on Sunday, Jemel Roberson, 26, chased down an attacker and knelt on his back until police arrived.
22	5	1	Accidental Shooting	Outcry after police shoot African-American security guard 'hero'	BBC News	https://www.bbc.com/news/world-us-canada-46187460	Moments after police came on the scene, an officer opened fire on Roberson, who was black, killing him.
23	5	1	Accidental Shooting	Outcry after police shoot African-American security guard 'hero'	BBC News	https://www.bbc.com/news/world-us-canada-46187460	Sophia Ansari, a spokeswoman for the Cook County Sheriff's office, said police were called to the scene after a fight broke out in the bar and four people were shot.
24	5	1	Accidental Shooting	Outcry after police shoot African-American security guard 'hero'	BBC News	https://www.bbc.com/news/world-us-canada-46187460	"How in the world does the security guard get shot by police?"
25	6	1	Accidental Shooting	Black Security Guard Responding to Shooting Is Killed by Police	The New York Times	https://www.nytimes.com/2018/11/12/us/police-officer-shoots-security-guard-chicago.html	A black security guard at a bar in the Chicago suburbs was killed by the police as he apparently tried to detain a man he believed to be involved in a shooting, the authorities said Monday.
26	6	1	Accidental Shooting	Black Security Guard Responding to Shooting Is Killed by Police	The New York Times	https://www.nytimes.com/2018/11/12/us/police-officer-shoots-security-guard-chicago.html	After the authorities responded, a police officer shot the guard, Jemel Roberson, 26, who had a gun, Ms. Ansari said.
27	6	1	Accidental Shooting	Black Security Guard Responding to Shooting Is Killed by Police	The New York Times	https://www.nytimes.com/2018/11/12/us/police-officer-shoots-security-guard-chicago.html	Witnesses said that people in the crowd had yelled to arriving police officers that Mr Roberson, who was wearing gear that read "Security," was a guard.
28	6	1	Accidental Shooting	Black Security Guard Responding to Shooting Is Killed by Police	The New York Times	https://www.nytimes.com/2018/11/12/us/police-officer-shoots-security-guard-chicago.html	An officer with the Midlothian Police Department shot Mr Roberson, Ms. Ansari said.
29	6	1	Accidental Shooting	Black Security Guard Responding to Shooting Is Killed by Police	The New York Times	https://www.nytimes.com/2018/11/12/us/police-officer-shoots-security-guard-chicago.html	On Monday, Mr Roberson's mother, Beatrice Roberson, filed a federal lawsuit against the unnamed police officer and the village of Midlothian.
30	7	1	Accidental Shooting	Cop accidentally kills security guard at bar in Chicago suburbs: report	Fox News	https://www.foxnews.com/us/cop-accidentally-kills-security-guard-at-bar-in-chicago-suburbs	A police officer mistakenly shot and killed a security guard at a bar in Chicago's south suburbs early Sunday morning, Chicago's Fox 32 reported.
31	7	1	Accidental Shooting	Cop accidentally kills security guard at bar in Chicago suburbs: report	Fox News	https://www.foxnews.com/us/cop-accidentally-kills-security-guard-at-bar-in-chicago-suburbs	Witnesses said a security guard told a group of "drunk men" to leave a Robbins bar around 4 am An armed suspect later came back inside the bar and opened fire, WGN-TV reported, citing witnesses.
32	7	1	Accidental Shooting	Cop accidentally kills security guard at bar in Chicago suburbs: report	Fox News	https://www.foxnews.com/us/cop-accidentally-kills-security-guard-at-bar-in-chicago-suburbs	The Cook County Sheriff's Office is investigating the first shooting, while the State Police Public Integrity Task Force is investigating the police shooting.
33	7	1	Accidental Shooting	Cop accidentally kills security guard at bar in Chicago suburbs: report	Fox News	https://www.foxnews.com/us/cop-accidentally-kills-security-guard-at-bar-in-chicago-suburbs	The shooting coincided with another violent weekend in Chicago with 20 shot -- including 3 fatally, The Chicago Sun-Times reported.
34	7	1	Accidental Shooting	Cop accidentally kills security guard at bar in Chicago suburbs: report	Fox News	https://www.foxnews.com/us/cop-accidentally-kills-security-guard-at-bar-in-chicago-suburbs	On Saturday evening, a 42-year-old man died inside his South Green Street apartment when someone took out a gun and shot him during a dice game, the Cook County medical examiner's office said.
35	8	1	Accidental Shooting	Lawsuit alleges security guard shot while holding suspect	Daily Mail	https://www.dailymail.co.uk/wires/ap/article-6381075/Illinois-officer-responds-gunfire-fatally-shoots-guard.html	A police officer fatally shot an armed security guard who was wearing a hat with "security" emblazoned across the front and holding a man down following a shooting inside the suburban Chicago bar where the guard worked, an attorney for the guard's family said Monday after filing a federal lawsuit.
36	8	1	Accidental Shooting	Lawsuit alleges security guard shot while holding suspect	Daily Mail	https://www.dailymail.co.uk/wires/ap/article-6381075/Illinois-officer-responds-gunfire-fatally-shoots-guard.html	Four others were shot and wounded, including a man who police believe fired a gun before police arrived, Cook County sheriff's spokeswoman Sophia Ansari said.
37	8	1	Accidental Shooting	Lawsuit alleges security guard shot while holding suspect	Daily Mail	https://www.dailymail.co.uk/wires/ap/article-6381075/Illinois-officer-responds-gunfire-fatally-shoots-guard.html	Attorney Gregory Kulis filed a civil rights lawsuit seeking more than $1 million on behalf of Roberson's mother, Beatrice Roberson.
38	8	1	Accidental Shooting	Lawsuit alleges security guard shot while holding suspect	Daily Mail	https://www.dailymail.co.uk/wires/ap/article-6381075/Illinois-officer-responds-gunfire-fatally-shoots-guard.html	Kulis also echoed witness reports that Roberson was holding down another man outside the bar when the officer arrived and shot him.
39	8	1	Accidental Shooting	Lawsuit alleges security guard shot while holding suspect	Daily Mail	https://www.dailymail.co.uk/wires/ap/article-6381075/Illinois-officer-responds-gunfire-fatally-shoots-guard.html	Roberson was trying to "get enough money together for a deposit on a new apartment," said Hunter, the great uncle of Laquan McDonald, a black teenager fatally shot by a white Chicago police officer in a high-profile 2014 case.
40	9	1	Accidental Shooting	Cop fatally shoots security guard at bar in Chicago suburbs	New York Post 	https://nypost.com/2018/11/12/cop-fatally-shoots-security-guard-at-bar-in-chicago-suburbs/	A police officer gunned down an armed black security guard who tried to stop a shooting at a suburban Chicago bar, according to reports Monday.
41	9	1	Accidental Shooting	Cop fatally shoots security guard at bar in Chicago suburbs	New York Post 	https://nypost.com/2018/11/12/cop-fatally-shoots-security-guard-at-bar-in-chicago-suburbs/	The 26-year-old guard, Jemel Roberson, had restrained a thug involved in the shooting outside Manny's Blue Room in Robbins, Ill., after gunfire broke out at 4 am Sunday, according to local station Fox32.
42	9	1	Accidental Shooting	Cop fatally shoots security guard at bar in Chicago suburbs	New York Post 	https://nypost.com/2018/11/12/cop-fatally-shoots-security-guard-at-bar-in-chicago-suburbs/	But cops who rushed to the bar mistook the guard for "one of the bad guys," witness Adam Harris told Fox32.
43	9	1	Accidental Shooting	Cop fatally shoots security guard at bar in Chicago suburbs	New York Post 	https://nypost.com/2018/11/12/cop-fatally-shoots-security-guard-at-bar-in-chicago-suburbs/	Walter Turner, a church friend, added, "How in the world does the security guard get shot by police?"
44	9	1	Accidental Shooting	Cop fatally shoots security guard at bar in Chicago suburbs	New York Post 	https://nypost.com/2018/11/12/cop-fatally-shoots-security-guard-at-bar-in-chicago-suburbs/	"It is the policy of the Midlothian Police Department to utilize the Illinois State Police Public Integrity Task Force for any officer-involved shootings so we can ensure transparency and maintain public trust," Midlothian police said in a statement, according to the newspaper.
